Signature,Raag,Thaat,Prahar,Aaroha,Avroha,Vadi,Samvadi,Pakad,Jati,AS,AR,AG,AM,AP,AD,AN,VS,VR,VG,VM,VP,VD,VN,coeff,P,V,S,coeff2,BS,BR,BG,BM,BP,BD,BN
220,"Malhar, Dhulia",Kafi,Anytime in Monsoon,"S - (m)R - P, n - D - N - S'","S' - n - D - P, m - R, (m)g - (m)g - m - P - m - mR - S",P,S,"m - R - P, n - D - P, m - R, (m)g - (m)g - m - P - m - m - R - S",Shadav - Sampoorna,H,H,A,H,H,H,B,H,H,K,H,H,H,K,3.4286,A,2,1,1.5,H,H,K,H,H,H,B
145,Multani,Todi,4 (3pm - 6pm),N - S - g - M - P - N - S',S' - N - d - P - M - g - r - S,P,S,"NS Mg MP - g, Mg Mg (r)S 'N Sg rS",Audav - Sampoorna,H,A,K,T,H,A,H,H,K,K,T,H,K,H,4.0833,4,2,1,1.5,H,K,K,T,H,K,H
79,Jaitshree,Poorvi,Anytime in Monsoon,N - S - G - P - M - d - P - M - P - N - S',R' - N - d - P - S' - P - M - G - M - r - G - r - S,P,S,,Shadav - Sampoorna,H,A,H,T,H,K,H,H,B,H,T,H,K,H,3.9286,A,2,1,1.5,H,B,H,T,H,K,H
120,Kirwani,,Anytime in Monsoon,S - R - g - m - P - d - N - S',S' - N - d - P - m - g - R - S,P,S,,Sampoorna - Sampoorna,H,H,K,H,H,K,H,H,H,K,H,H,K,H,3.2857,A,2,1,1.5,H,H,K,H,H,K,H
135,"Malhar, Nanak",Kafi,Anytime in Monsoon,N - S - R - g - m - P - n - N - S',S' - n - P - m - g - R - g - m - g - R - S,,,R - g - m - g - R - S - 'n - P - m - P - 'n - 'N - S,Shadav - Shadav,H,H,K,H,H,A,B,H,H,K,H,H,A,K,3.3846,A,0,0,0,H,H,K,H,H,A,B
425,Patmanjiri (Bhairav),Bhairav,No specific time,No specific Aaroha set,No specific Avroha set,-,-,No specific Pakad set,Sampoorna - Sampoorna,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,N,0,0,0,A,A,A,A,A,A,A
424,Patmanjiri (Kalyan),Kalyan,No specific time,No specific Aaroha set,No specific Avroha set,-,-,No specific Pakad set,Sampoorna - Sampoorna,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,N,0,0,0,A,A,A,A,A,A,A
380,"Kafi, Sindhura",,No specific time,No specific Aaroha set,No specific Avroha set,-,-,No specific Pakad set,Sampoorna - Sampoorna,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,N,0,0,0,A,A,A,A,A,A,A
393,"Maand, Chaiti",,No specific time,No specific Aaroha set,No specific Avroha set,-,-,No specific Pakad set,Sampoorna - Sampoorna,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,N,0,0,0,A,A,A,A,A,A,A
394,"Gara, Maand",,No specific time,No specific Aaroha set,No specific Avroha set,-,-,No specific Pakad set,Sampoorna - Sampoorna,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,N,0,0,0,A,A,A,A,A,A,A
402,"Sindhura, Jhinjhoti",,No specific time,No specific Aaroha set,No specific Avroha set,-,-,No specific Pakad set,Sampoorna - Sampoorna,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,N,0,0,0,A,A,A,A,A,A,A
406,"Bhatiyar, Shiv",,No specific time,No specific Aaroha set,No specific Avroha set,-,-,No specific Pakad set,Sampoorna - Sampoorna,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,N,0,0,0,A,A,A,A,A,A,A
407,"Kalyan, Utaraa",,No specific time,No specific Aaroha set,No specific Avroha set,-,-,No specific Pakad set,Sampoorna - Sampoorna,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,N,0,0,0,A,A,A,A,A,A,A
422,Jhinjhoti Mishravanti,,No specific time,No specific Aaroha set,No specific Avroha set,-,-,No specific Pakad set,Sampoorna - Sampoorna,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,N,0,0,0,A,A,A,A,A,A,A
423,Patmanjiri (Bhatiyaar),,No specific time,No specific Aaroha set,No specific Avroha set,-,-,No specific Pakad set,Sampoorna - Sampoorna,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,N,0,0,0,A,A,A,A,A,A,A
464,Mixed (RagaMala / RagaSagar / Mishra Rachana),,No specific time,S - R - G - M - P - D - N - S',S' - n - d - P - m - g - r - S,-,-,,Mishra/Sankeerna,H,H,H,T,H,H,H,H,K,K,H,H,K,K,3.6429,N,0,0,0,H,B,B,B,H,B,B
577,Jhilla or Jilla,,No specific time,S R G m P D N S',S' n Dn DP MP dP mg R Rgmg Sr 'NS,-,-,-,Mishra/Sankeerna,H,H,H,H,H,H,H,H,B,K,B,H,B,B,3.7778,N,0,0,0,H,B,B,B,H,B,B
514,Mangal Gujari,Todi,No specific time,S - r - g - M - d - n - S',S' - n - d - M - g - r - S,g,d,g - M - d - n - d - M - g - r - g - r - S,Shadav - Shadav,H,K,K,T,A,K,K,H,K,K,T,A,K,K,4.3333,N,4,3,3.5,H,K,K,T,A,K,K
388,"Kalyan, Mishra",Kalyan,No specific time,S - R - G - M - P - D - N - S',S' - N - D - P - M - Gm - G - R - S,G,N,-,Audav - Sampoorna,H,H,H,T,H,H,H,H,H,H,B,H,H,H,3.8667,N,3,6,4.5,H,H,H,B,H,H,H
403,"Malhar, Shuddha",Khamaaj,No specific time,S - R - m - P - D - S',S' - D - P - m - R - S,R,P,"R - P, m - P - D - S' - D - p - m",Audav - Audav,H,H,A,H,H,H,A,H,H,A,H,H,H,A,2.8,N,5,2,3.5,H,H,A,H,H,H,A
231,"Bhairavi, Sindh",Bhairavi,No specific time,S - R - g - m - P - d - n - S',S' - NS' - n - D - n - d - P - m - G - m - g - r - S,S,P,"d'nSRg-Rgm gr-S, GPDnDnPdP - PdNS' r'S' (n)dP - mGmPm gR gm (g)r- S",Sampoorna - Sampoorna,H,H,K,H,H,K,K,H,K,B,H,H,B,B,3.4118,N,1,2,1.5,H,B,B,H,H,B,B
221,Gara,Kafi,No specific time,S - G - m - P - D - N - S',S' - n - D - P - m - g - R - S -  'N - S - 'n - 'D - S,S,P,"N - S - R - 'n - 'D, 'D'n'S 'NS - 'D'nSRG RS Rmg RS 'D'n'D S",Mishra/Sankeerna,H,A,H,H,H,H,H,H,H,K,H,H,H,B,3.3571,N,1,2,1.5,H,H,B,H,H,H,B
471,Hemavati,,No specific time,S - R - g - M - P - D - n - S',S' - n - D - P - M - g - R - S,S,P,,Shadav - Sampoorna,H,H,K,T,H,H,K,H,H,K,T,H,H,K,4,N,1,2,1.5,H,H,K,T,H,H,K
379,"Kafi, Zilla",Kafi,No specific time,S - R - g - m - P - D - nD - N - S',S' - n - D - P - mPdP - Gm - nP - gR x96 S,P,R,PDNS' nDP mPdP GmP gR,Mishra/Sankeerna,H,H,K,H,H,H,B,H,H,B,H,H,B,K,3.4118,N,2,5,3.5,H,H,B,H,H,B,B
506,Kanakanagi,Bhairav,No specific time,S R m P D S',S d P m r S,m,S,not specific,Audav - Audav,H,H,A,H,H,H,A,H,K,A,H,H,K,A,2.8,N,2,1,1.5,H,B,A,H,H,B,A
442,"Varali, Viyog",,No specific time,S - r - m - d - N - S',S - N - dm - r - g - r - S,m,S,"S - d - m, r - g - r - S",Audav - Shadav,H,K,A,H,A,K,H,H,K,K,H,A,K,H,3.6364,N,2,1,1.5,H,K,K,H,A,K,H
467,Sarangkauns,,No specific time,S - R - m - d - n - S',S' - n - d - m - R - S,m,S,m - n - d - m - R - 'n - R - S,Audav - Audav,H,H,A,H,A,K,K,H,H,A,H,A,K,K,3.2,N,2,1,1.5,H,H,A,H,A,K,K
488,Nandeshwari,Bilawal,,S - G - m - D - n - S',S' - n - D - m - G - m - g - S,m,S,D - 'n - S - Gm - g - S,Audav - Audav,H,A,H,H,A,H,K,H,A,B,H,A,H,K,3.0909,0,2,1,1.5,H,A,B,H,A,H,K
489,Shyamvanti,Bilawal,,S - G - m - D - N - S',S' - N - D - m - G - m - g - S,m,S,D - 'N - S - m - Gm - g - S,Audav - Audav,H,A,H,H,A,H,H,H,A,B,H,A,H,H,3.2727,0,2,1,1.5,H,A,B,H,A,H,H
416,"Kedar, Durga",Kalyan,,S - R - m - P - D - S',S' - N - D - P - M - P - D - P - m - R - S,m,S,D - S - m - R - P - M - P - D - P - m - R - S,Shadav - Sampoorna,H,H,A,H,H,H,A,H,H,A,B,H,H,H,3.4167,0,2,1,1.5,H,H,A,B,H,H,H
503,"Bahar, Jogiya",,,No specific Aaroha set,No specific Avroha set,m,S,"S - r - m - P - d - S', S' - n - d - n - d - P, g - m - n - D - N - S', S - m - P - g - m - R - S, r - m - P - D - S'",Mishra/Sankeerna,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,0,2,1,1.5,A,A,A,A,A,A,A
490,Milan Gandhar,Kafi,,S - G - P - n - D - S',S' - n - D - P - G - P - g - S,P,S,G - P - n - D - P - GP - g - S,Audav - Audav,H,A,H,A,H,H,K,H,A,B,A,H,H,K,3.0909,0,2,1,1.5,H,A,B,A,H,H,K
999,Bilawal (Normal),Bilawal,2 (9am - 12pm),S - R - G - m - P - D - N - S',S' - N - D - P - m - G - R - S,D,G,DG - mRGPm - G - RS,Shadav - Sampoorna,H,H,H,A,H,H,H,H,H,H,H,H,H,H,3.3846,1,4,3,3.5,H,H,H,H,H,H,H
